donation_id,donation_date,food_category,source,weight_kg
1710,2025-03-30,Dairy,Individual,46.0
1711,2025-01-20,Fresh produce,Supermarket Co,46.0
1712,2025-04-20,Fresh produce,Individual,7.0
1713,2025-08-24,Fresh produce,Community Drive,19.4
1714,2025-01-05,Canned goods,Supermarket Co,27.7
1715,2025-03-06,Canned goods,Corporate Gift,8.9
1716,2025-08-06,Bakery,Individual,37.6
1717,2025-02-15,Frozen,Individual,17.0
1718,2025-08-03,Dairy,Community Drive,38.6
1719,2025-02-18,Dry goods,Corporate Gift,25.3
1720,2025-01-20,Bakery,Local Farm,12.4
1721,2025-04-14,Beverages,Supermarket Co,8.3
1722,2025-05-22,Fresh produce,Community Drive,34.0
1723,2025-08-29,Frozen,Corporate Gift,48.8
1724,2025-02-18,Bakery,Corporate Gift,12.2
1725,2025-05-09,Canned goods,Community Drive,12.5
1726,2025-02-20,Dairy,Local Farm,16.1
1727,2025-05-08,Bakery,Local Farm,13.6
1728,2025-06-23,Dairy,Individual,12.7
1729,2025-02-04,Frozen,Individual,41.7
1730,2025-03-18,Canned goods,Community Drive,10.0
1731,2025-03-30,Beverages,Community Drive,16.2
1732,2025-09-06,Dry goods,Supermarket Co,6.6
1733,2025-05-04,Dairy,Corporate Gift,18.8
1734,2025-02-20,Dairy,Local Farm,35.7
1735,2025-04-27,Fresh produce,Local Farm,10.1
1736,2025-08-04,Frozen,Corporate Gift,26.4
1737,2025-07-01,Frozen,Supermarket Co,2.8
1738,2025-08-04,Dairy,Corporate Gift,8.2
1739,2025-09-07,Fresh produce,Local Farm,1.6
1740,2025-01-16,Dairy,Individual,13.0
1741,2025-02-18,Dry goods,Supermarket Co,32.2
1742,2025-08-20,Dry goods,Individual,47.5
1743,2025-07-01,Frozen,Community Drive,4.1
1744,2025-02-16,Frozen,Corporate Gift,5.5
1745,2025-07-28,Canned goods,Individual,2.3
1746,2025-01-08,Bakery,Individual,7.6
1747,2025-09-03,Canned goods,Supermarket Co,9.4
1748,2025-02-19,Dairy,Local Farm,10.5
1749,2025-03-02,Dairy,Corporate Gift,28.2
1750,2025-04-15,Dry goods,Individual,40.4
1751,2025-03-26,Fresh produce,Supermarket Co,14.1
1752,2025-01-29,Bakery,Individual,34.3
1753,2025-08-15,Frozen,Community Drive,19.7
1754,2025-09-07,Dry goods,Community Drive,37.2
1755,2025-08-05,Frozen,Supermarket Co,15.5
1756,2025-02-11,Dairy,Community Drive,29.3
1757,2025-07-13,Dairy,Corporate Gift,45.0
1758,2025-07-27,Canned goods,Individual,6.9
1759,2025-02-06,Dairy,Corporate Gift,13.9
1760,2025-08-30,Dry goods,Individual,47.4
1761,2025-01-07,Frozen,Supermarket Co,14.8
1762,2025-07-20,Beverages,Supermarket Co,8.6
1763,2025-07-05,Dry goods,Local Farm,37.1
1764,2025-07-11,Frozen,Community Drive,15.5
1765,2025-07-12,Dairy,Community Drive,17.1
1766,2025-04-20,Bakery,Individual,3.5
1767,2025-01-25,Fresh produce,Community Drive,3.0
1768,2025-03-18,Dairy,Community Drive,19.2
1769,2025-04-16,Bakery,Supermarket Co,39.3
1770,2025-05-09,Dairy,Supermarket Co,20.0
1771,2025-06-08,Fresh produce,Community Drive,6.8
1772,2025-08-19,Bakery,Corporate Gift,29.2
1773,2025-07-22,Dairy,Community Drive,38.5
1774,2025-08-30,Dairy,Community Drive,13.4
1775,2025-05-26,Dairy,Corporate Gift,18.1
1776,2025-06-04,Fresh produce,Corporate Gift,41.3
1777,2025-03-09,Beverages,Individual,43.3
1778,2025-03-15,Beverages,Community Drive,22.5
1779,2025-07-21,Canned goods,Local Farm,42.3
1780,2025-08-08,Bakery,Corporate Gift,25.5
1781,2025-05-28,Beverages,Corporate Gift,45.5
1782,2025-04-22,Beverages,Individual,40.3
1783,2025-01-05,Dry goods,Individual,21.5
1784,2025-03-03,Canned goods,Community Drive,17.6
1785,2025-04-17,Fresh produce,Local Farm,5.9
1786,2025-03-28,Beverages,Supermarket Co,18.9
1787,2025-05-22,Dry goods,Supermarket Co,20.8
1788,2025-03-13,Beverages,Local Farm,43.0
1789,2025-04-14,Fresh produce,Corporate Gift,40.1
1790,2025-02-06,Canned goods,Supermarket Co,31.2
1791,2025-04-25,Beverages,Supermarket Co,7.7
1792,2025-03-10,Dry goods,Corporate Gift,11.4
1793,2025-05-20,Dry goods,Local Farm,40.6
1794,2025-01-22,Dairy,Corporate Gift,5.4
1795,2025-01-11,Dry goods,Local Farm,39.4
1796,2025-03-08,Fresh produce,Corporate Gift,33.5
1797,2025-07-05,Bakery,Supermarket Co,28.2
1798,2025-07-08,Dairy,Community Drive,48.4
1799,2025-06-15,Canned goods,Community Drive,47.4
1800,2025-05-27,Canned goods,Local Farm,31.4
1801,2025-06-04,Canned goods,Supermarket Co,47.9
1802,2025-05-09,Dairy,Supermarket Co,43.2
1803,2025-05-14,Canned goods,Corporate Gift,29.4
1804,2025-09-01,Bakery,Corporate Gift,31.2
1805,2025-01-10,Frozen,Individual,10.7
1806,2025-03-24,Beverages,Corporate Gift,22.8
1807,2025-07-30,Dry goods,Corporate Gift,19.5
1808,2025-06-10,Beverages,Individual,48.3
1809,2025-01-02,Dairy,Supermarket Co,33.6
1810,2025-03-24,Fresh produce,Local Farm,41.7
1811,2025-01-31,Bakery,Local Farm,8.9
1812,2025-03-28,Fresh produce,Individual,3.2
1813,2025-05-03,Frozen,Corporate Gift,4.2
1814,2025-03-04,Bakery,Corporate Gift,8.3
1815,2025-07-22,Beverages,Individual,7.7
1816,2025-06-24,Frozen,Local Farm,30.4
1817,2025-01-09,Fresh produce,Individual,29.1
1818,2025-04-05,Canned goods,Corporate Gift,27.0
1819,2025-04-26,Canned goods,Individual,39.8
1820,2025-01-02,Bakery,Local Farm,26.2
1821,2025-07-26,Bakery,Supermarket Co,22.6
1822,2025-08-19,Dry goods,Local Farm,12.7
1823,2025-02-03,Canned goods,Supermarket Co,31.0
1824,2025-07-19,Dairy,Individual,13.7
1825,2025-05-29,Fresh produce,Local Farm,31.7
1826,2025-06-11,Frozen,Community Drive,4.1
1827,2025-01-30,Frozen,Individual,23.5
1828,2025-08-16,Bakery,Local Farm,3.8
1829,2025-02-05,Dry goods,Individual,41.2
1830,2025-05-11,Beverages,Individual,32.8
1831,2025-02-02,Dry goods,Individual,40.6
1832,2025-08-04,Dry goods,Corporate Gift,38.3
1833,2025-09-03,Frozen,Local Farm,4.8
1834,2025-01-15,Bakery,Supermarket Co,46.9
1835,2025-02-22,Fresh produce,Local Farm,17.8
1836,2025-07-04,Fresh produce,Corporate Gift,49.6
1837,2025-06-27,Dry goods,Corporate Gift,17.4
1838,2025-08-29,Fresh produce,Supermarket Co,37.4
1839,2025-08-16,Dairy,Local Farm,21.5
1840,2025-04-22,Dairy,Corporate Gift,46.2
1841,2025-07-09,Dairy,Individual,18.6
1842,2025-05-25,Bakery,Individual,27.8
1843,2025-07-12,Bakery,Local Farm,37.4
1844,2025-04-01,Fresh produce,Local Farm,7.8
1845,2025-01-16,Beverages,Community Drive,23.0
1846,2025-07-25,Frozen,Corporate Gift,13.5
1847,2025-04-19,Beverages,Supermarket Co,20.5
1848,2025-02-20,Fresh produce,Local Farm,29.4
1849,2025-07-27,Frozen,Community Drive,28.7
1850,2025-01-22,Beverages,Community Drive,20.2
1851,2025-06-01,Bakery,Individual,2.7
1852,2025-02-22,Fresh produce,Local Farm,20.8
1853,2025-04-12,Dry goods,Local Farm,6.3
1854,2025-08-17,Dairy,Community Drive,21.5
1855,2025-01-10,Dry goods,Corporate Gift,9.9
1856,2025-07-21,Fresh produce,Corporate Gift,35.2
1857,2025-08-26,Canned goods,Individual,19.1
1858,2025-07-16,Dairy,Supermarket Co,17.1
1859,2025-02-16,Canned goods,Individual,21.5
1860,2025-01-20,Fresh produce,Community Drive,32.9
1861,2025-07-07,Dairy,Individual,15.3
1862,2025-06-15,Dry goods,Community Drive,4.8
1863,2025-08-31,Fresh produce,Individual,5.9
1864,2025-04-03,Frozen,Supermarket Co,18.5
1865,2025-03-21,Bakery,Individual,37.6
1866,2025-08-13,Canned goods,Corporate Gift,23.9
1867,2025-07-01,Frozen,Local Farm,34.1
1868,2025-02-19,Fresh produce,Local Farm,14.3
1869,2025-01-11,Dairy,Supermarket Co,44.0
1870,2025-04-23,Beverages,Individual,26.2
1871,2025-02-06,Beverages,Local Farm,15.4
1872,2025-01-02,Canned goods,Corporate Gift,18.5
1873,2025-01-05,Dry goods,Local Farm,19.2
1874,2025-07-20,Dry goods,Supermarket Co,36.3
1875,2025-01-08,Bakery,Community Drive,37.9
1876,2025-07-12,Frozen,Local Farm,38.7
1877,2025-02-11,Dairy,Local Farm,40.9
1878,2025-04-25,Fresh produce,Local Farm,47.4
1879,2025-02-17,Frozen,Individual,33.0
1880,2025-08-03,Dairy,Supermarket Co,9.2
1881,2025-08-23,Dry goods,Community Drive,1.3
1882,2025-08-19,Dairy,Community Drive,3.2
1883,2025-07-24,Beverages,Supermarket Co,2.8
1884,2025-04-02,Fresh produce,Community Drive,31.1
1885,2025-06-16,Bakery,Supermarket Co,40.5
1886,2025-04-23,Beverages,Local Farm,38.1
1887,2025-05-19,Bakery,Supermarket Co,16.3
1888,2025-05-24,Bakery,Individual,27.9
1889,2025-08-31,Dairy,Individual,24.8
1890,2025-03-25,Dry goods,Community Drive,13.2
1891,2025-03-08,Fresh produce,Corporate Gift,18.1
1892,2025-03-25,Dairy,Community Drive,13.5
1893,2025-02-25,Dairy,Local Farm,30.2
1894,2025-02-01,Dry goods,Corporate Gift,23.8
1895,2025-04-12,Beverages,Corporate Gift,10.4
1896,2025-04-28,Dry goods,Local Farm,8.4
1897,2025-07-08,Fresh produce,Supermarket Co,37.1
1898,2025-05-19,Beverages,Local Farm,21.1
1899,2025-07-15,Dairy,Local Farm,29.6
1900,2025-08-23,Dairy,Corporate Gift,9.8
1901,2025-02-02,Beverages,Community Drive,45.3
1902,2025-08-15,Bakery,Corporate Gift,38.8
1903,2025-02-04,Dairy,Corporate Gift,41.2
1904,2025-03-28,Dairy,Corporate Gift,45.6
1905,2025-06-24,Dairy,Community Drive,48.8
1906,2025-04-01,Dry goods,Local Farm,41.6
1907,2025-08-17,Bakery,Local Farm,37.5
1908,2025-05-10,Dairy,Supermarket Co,11.3
1909,2025-06-28,Dry goods,Local Farm,40.4
1910,2025-03-25,Frozen,Supermarket Co,45.4
1911,2025-09-06,Dry goods,Community Drive,24.1
1912,2025-06-16,Canned goods,Local Farm,17.9
1913,2025-06-27,Fresh produce,Community Drive,23.7
1914,2025-05-16,Dry goods,Corporate Gift,12.1
1915,2025-03-22,Fresh produce,Community Drive,5.2
1916,2025-07-25,Bakery,Local Farm,22.4
1917,2025-04-30,Dairy,Local Farm,30.7
1918,2025-08-14,Frozen,Corporate Gift,22.3
1919,2025-03-09,Dry goods,Community Drive,45.2
1920,2025-07-04,Bakery,Community Drive,45.8
1921,2025-06-11,Frozen,Corporate Gift,6.3
1922,2025-02-27,Beverages,Community Drive,36.8
1923,2025-03-25,Fresh produce,Community Drive,47.8
1924,2025-03-10,Bakery,Corporate Gift,36.0
1925,2025-08-04,Beverages,Community Drive,46.1
1926,2025-06-25,Dry goods,Corporate Gift,39.7
1927,2025-07-28,Canned goods,Community Drive,47.0
1928,2025-07-15,Canned goods,Corporate Gift,39.5
1929,2025-02-24,Fresh produce,Supermarket Co,33.9
1930,2025-03-13,Canned goods,Community Drive,2.5
1931,2025-02-01,Frozen,Individual,12.9
1932,2025-08-01,Canned goods,Community Drive,3.2
1933,2025-08-20,Fresh produce,Corporate Gift,19.3
1934,2025-06-16,Fresh produce,Individual,29.0
1935,2025-07-15,Beverages,Individual,46.7
1936,2025-01-05,Dry goods,Supermarket Co,28.6
1937,2025-03-28,Frozen,Individual,47.2
1938,2025-03-30,Frozen,Corporate Gift,12.7
1939,2025-03-07,Frozen,Community Drive,16.7
1940,2025-09-03,Dairy,Community Drive,5.9
1941,2025-06-11,Dairy,Local Farm,27.3
1942,2025-07-26,Fresh produce,Supermarket Co,33.5
1943,2025-08-18,Fresh produce,Community Drive,4.7
1944,2025-06-10,Fresh produce,Individual,25.3
1945,2025-04-12,Beverages,Corporate Gift,13.5
1946,2025-02-24,Beverages,Local Farm,14.6
1947,2025-02-22,Canned goods,Supermarket Co,22.5
1948,2025-04-14,Dairy,Community Drive,5.3
1949,2025-03-05,Beverages,Supermarket Co,26.4
1950,2025-08-24,Beverages,Local Farm,3.0
1951,2025-05-03,Canned goods,Community Drive,19.8
1952,2025-04-03,Bakery,Individual,5.5
1953,2025-06-28,Beverages,Supermarket Co,40.0
1954,2025-07-30,Canned goods,Community Drive,30.6
1955,2025-06-25,Fresh produce,Community Drive,35.6
1956,2025-06-20,Frozen,Local Farm,1.0
1957,2025-03-09,Canned goods,Community Drive,38.8
1958,2025-03-17,Dry goods,Community Drive,21.7
1959,2025-03-23,Canned goods,Supermarket Co,46.6
1960,2025-08-11,Canned goods,Corporate Gift,41.6
1961,2025-02-01,Frozen,Community Drive,30.4
1962,2025-05-16,Fresh produce,Corporate Gift,17.5
1963,2025-03-07,Dry goods,Supermarket Co,48.6
1964,2025-04-10,Dairy,Local Farm,30.5
1965,2025-06-21,Dairy,Corporate Gift,4.3
1966,2025-06-17,Frozen,Local Farm,30.0
1967,2025-04-26,Canned goods,Supermarket Co,41.5
1968,2025-06-14,Frozen,Corporate Gift,41.6
1969,2025-04-03,Dry goods,Supermarket Co,44.1
1970,2025-08-20,Dairy,Local Farm,3.8
1971,2025-08-04,Bakery,Corporate Gift,17.5
1972,2025-02-12,Dairy,Individual,33.8
1973,2025-02-06,Frozen,Local Farm,44.3
1974,2025-05-10,Bakery,Local Farm,14.2
1975,2025-05-02,Frozen,Supermarket Co,16.2
1976,2025-04-24,Frozen,Individual,32.1
1977,2025-07-24,Dry goods,Corporate Gift,9.7
1978,2025-02-08,Beverages,Corporate Gift,38.7
1979,2025-06-23,Beverages,Corporate Gift,1.2
1980,2025-03-09,Beverages,Community Drive,28.0
1981,2025-06-22,Beverages,Community Drive,48.8
1982,2025-02-02,Dairy,Supermarket Co,23.8
1983,2025-08-25,Dairy,Community Drive,26.1
1984,2025-03-26,Dry goods,Individual,16.6
1985,2025-01-01,Canned goods,Individual,27.4
1986,2025-02-01,Bakery,Local Farm,45.0
1987,2025-02-15,Beverages,Individual,43.7
1988,2025-01-13,Bakery,Community Drive,46.2
1989,2025-07-18,Fresh produce,Corporate Gift,17.4
1990,2025-01-19,Fresh produce,Individual,27.8
1991,2025-07-17,Bakery,Individual,29.7
1992,2025-06-25,Beverages,Individual,8.1
1993,2025-07-26,Frozen,Corporate Gift,5.8
1994,2025-05-21,Frozen,Supermarket Co,28.6
1995,2025-03-13,Fresh produce,Corporate Gift,18.3
1996,2025-04-16,Beverages,Community Drive,6.7
1997,2025-04-11,Canned goods,Corporate Gift,35.5
1998,2025-06-19,Frozen,Corporate Gift,49.4
1999,2025-01-05,Frozen,Individual,39.5
2000,2025-04-05,Canned goods,Corporate Gift,26.5
2001,2025-06-29,Fresh produce,Community Drive,17.5
2002,2025-01-31,Beverages,Community Drive,43.9
2003,2025-08-04,Beverages,Community Drive,14.7
2004,2025-05-24,Bakery,Individual,28.8
2005,2025-03-31,Frozen,Community Drive,34.5
2006,2025-07-27,Beverages,Individual,42.5
2007,2025-08-12,Beverages,Supermarket Co,7.1
2008,2025-02-17,Canned goods,Community Drive,29.6
2009,2025-03-22,Bakery,Supermarket Co,3.5
2010,2025-01-03,Dairy,Community Drive,20.4
2011,2025-06-02,Fresh produce,Corporate Gift,48.3
2012,2025-07-01,Canned goods,Local Farm,24.4
2013,2025-03-04,Fresh produce,Local Farm,5.8
2014,2025-06-17,Bakery,Local Farm,44.3
2015,2025-08-11,Fresh produce,Corporate Gift,22.8
2016,2025-02-14,Bakery,Corporate Gift,47.6
2017,2025-05-20,Dairy,Community Drive,29.6
2018,2025-07-22,Canned goods,Local Farm,39.9
2019,2025-05-04,Dry goods,Local Farm,40.4
2020,2025-05-04,Frozen,Community Drive,16.9
2021,2025-03-11,Dairy,Corporate Gift,31.9
2022,2025-04-02,Frozen,Community Drive,31.6
2023,2025-02-14,Frozen,Corporate Gift,24.8
2024,2025-04-24,Bakery,Individual,12.2
2025,2025-01-28,Dry goods,Corporate Gift,12.8
2026,2025-02-06,Fresh produce,Supermarket Co,49.9
2027,2025-06-06,Canned goods,Local Farm,26.2
2028,2025-08-06,Fresh produce,Community Drive,29.4
2029,2025-02-09,Fresh produce,Corporate Gift,5.2
2030,2025-06-15,Dairy,Corporate Gift,33.2
2031,2025-04-01,Bakery,Local Farm,43.2
2032,2025-05-21,Bakery,Supermarket Co,18.6
2033,2025-07-22,Frozen,Community Drive,26.7
2034,2025-03-27,Frozen,Community Drive,34.2
2035,2025-07-20,Fresh produce,Corporate Gift,41.6
2036,2025-07-11,Bakery,Community Drive,7.8
2037,2025-06-21,Dry goods,Individual,6.3
2038,2025-03-06,Frozen,Local Farm,47.8
2039,2025-05-28,Bakery,Supermarket Co,44.4
2040,2025-05-01,Dry goods,Supermarket Co,27.0
2041,2025-06-28,Canned goods,Supermarket Co,41.3
2042,2025-03-04,Canned goods,Individual,28.7
2043,2025-03-22,Dairy,Individual,11.4
2044,2025-07-23,Bakery,Local Farm,29.3
2045,2025-01-17,Beverages,Local Farm,30.0
2046,2025-08-11,Canned goods,Supermarket Co,20.2
2047,2025-06-03,Dairy,Local Farm,36.2
2048,2025-04-24,Bakery,Local Farm,37.7
2049,2025-01-31,Canned goods,Corporate Gift,30.4
2050,2025-05-04,Dry goods,Community Drive,31.2
2051,2025-04-10,Dry goods,Local Farm,32.6
2052,2025-04-01,Dairy,Individual,41.8
2053,2025-05-22,Dry goods,Corporate Gift,24.8
2054,2025-08-25,Dairy,Local Farm,41.3
2055,2025-04-19,Dairy,Individual,27.5
2056,2025-06-30,Beverages,Corporate Gift,35.4
2057,2025-06-04,Dry goods,Individual,4.6
2058,2025-08-14,Canned goods,Community Drive,9.5
2059,2025-05-03,Fresh produce,Community Drive,27.4
2060,2025-01-16,Dairy,Corporate Gift,27.5
2061,2025-05-24,Beverages,Corporate Gift,4.6
2062,2025-07-10,Frozen,Supermarket Co,36.5
2063,2025-02-19,Frozen,Community Drive,4.3
2064,2025-02-01,Fresh produce,Individual,1.3
2065,2025-06-25,Fresh produce,Supermarket Co,5.8
2066,2025-08-26,Dry goods,Corporate Gift,5.2
2067,2025-07-02,Frozen,Supermarket Co,29.0
2068,2025-05-01,Fresh produce,Community Drive,30.7
2069,2025-08-10,Frozen,Community Drive,38.8
2070,2025-04-26,Dairy,Local Farm,14.4
2071,2025-03-20,Fresh produce,Local Farm,38.5
2072,2025-01-28,Fresh produce,Community Drive,15.3
2073,2025-08-30,Bakery,Community Drive,5.1
2074,2025-03-17,Canned goods,Community Drive,43.3
2075,2025-03-07,Beverages,Community Drive,22.0
2076,2025-02-27,Frozen,Supermarket Co,48.1
2077,2025-08-19,Dairy,Individual,34.1
2078,2025-01-06,Dairy,Local Farm,20.7
2079,2025-03-04,Fresh produce,Supermarket Co,18.7
2080,2025-05-03,Dairy,Corporate Gift,31.1
2081,2025-02-22,Beverages,Community Drive,37.4
2082,2025-05-31,Dairy,Supermarket Co,7.9
2083,2025-03-25,Canned goods,Supermarket Co,37.6
2084,2025-05-27,Bakery,Corporate Gift,15.9
2085,2025-02-19,Canned goods,Community Drive,16.0
2086,2025-04-15,Fresh produce,Local Farm,49.5
2087,2025-02-07,Bakery,Local Farm,2.1
2088,2025-06-06,Fresh produce,Corporate Gift,34.1
2089,2025-07-26,Beverages,Corporate Gift,13.6
2090,2025-01-30,Canned goods,Supermarket Co,1.6
2091,2025-08-02,Frozen,Corporate Gift,36.7
2092,2025-06-12,Bakery,Individual,33.7
2093,2025-01-20,Bakery,Supermarket Co,35.0
2094,2025-03-02,Canned goods,Supermarket Co,16.7
2095,2025-01-08,Canned goods,Corporate Gift,21.1
2096,2025-06-11,Dry goods,Corporate Gift,7.8
2097,2025-07-10,Frozen,Individual,21.2
2098,2025-05-27,Beverages,Individual,15.8
2099,2025-01-15,Canned goods,Community Drive,33.2
2100,2025-05-07,Canned goods,Corporate Gift,3.3
2101,2025-09-07,Fresh produce,Corporate Gift,33.0
2102,2025-05-18,Dry goods,Supermarket Co,32.5
2103,2025-02-06,Canned goods,Community Drive,17.4
2104,2025-03-06,Fresh produce,Supermarket Co,10.1
2105,2025-06-21,Beverages,Community Drive,48.3
2106,2025-03-15,Dairy,Individual,17.0
2107,2025-06-28,Canned goods,Community Drive,37.3
2108,2025-03-22,Canned goods,Supermarket Co,8.5
2109,2025-02-16,Dry goods,Individual,13.4
2110,2025-06-07,Canned goods,Local Farm,4.8
2111,2025-06-13,Frozen,Individual,32.5
2112,2025-04-16,Canned goods,Corporate Gift,12.2
2113,2025-02-21,Fresh produce,Community Drive,7.6
2114,2025-03-02,Bakery,Corporate Gift,17.5
2115,2025-03-29,Beverages,Individual,30.5
2116,2025-03-29,Canned goods,Supermarket Co,31.9
2117,2025-08-19,Bakery,Corporate Gift,34.6
2118,2025-06-22,Dairy,Community Drive,39.0
2119,2025-06-12,Fresh produce,Individual,7.5
2120,2025-07-02,Frozen,Local Farm,46.6
2121,2025-05-27,Bakery,Corporate Gift,29.5
2122,2025-07-27,Fresh produce,Community Drive,25.1
2123,2025-06-04,Bakery,Supermarket Co,28.4
2124,2025-05-27,Frozen,Individual,43.8
2125,2025-03-11,Beverages,Corporate Gift,8.1
2126,2025-01-23,Fresh produce,Individual,27.1
2127,2025-07-31,Dairy,Local Farm,19.6
2128,2025-06-15,Bakery,Community Drive,46.4
2129,2025-03-31,Bakery,Community Drive,23.1
2130,2025-06-01,Beverages,Local Farm,13.2
2131,2025-03-28,Dairy,Community Drive,43.6
2132,2025-06-12,Frozen,Supermarket Co,35.3
2133,2025-03-01,Bakery,Corporate Gift,24.1
2134,2025-03-10,Fresh produce,Corporate Gift,36.6
2135,2025-07-05,Canned goods,Individual,14.9
2136,2025-03-07,Bakery,Community Drive,24.5
2137,2025-03-21,Canned goods,Supermarket Co,43.9
2138,2025-04-26,Dairy,Local Farm,28.1
2139,2025-05-15,Fresh produce,Supermarket Co,18.7
2140,2025-09-02,Beverages,Local Farm,22.8
2141,2025-06-01,Dry goods,Corporate Gift,49.1
2142,2025-06-18,Frozen,Local Farm,5.4
2143,2025-02-14,Fresh produce,Local Farm,28.9
2144,2025-05-20,Dry goods,Community Drive,15.0
2145,2025-08-23,Dairy,Local Farm,14.4
2146,2025-02-13,Canned goods,Community Drive,5.1
2147,2025-01-16,Bakery,Individual,4.3
2148,2025-03-23,Beverages,Corporate Gift,42.2
2149,2025-02-24,Canned goods,Supermarket Co,19.1
2150,2025-07-04,Canned goods,Supermarket Co,41.6
2151,2025-02-17,Dairy,Community Drive,18.7
2152,2025-09-06,Frozen,Local Farm,12.5
2153,2025-05-22,Frozen,Corporate Gift,10.4
2154,2025-08-04,Dry goods,Corporate Gift,27.2
2155,2025-05-25,Canned goods,Local Farm,30.8
2156,2025-05-10,Bakery,Local Farm,42.7
2157,2025-01-25,Bakery,Supermarket Co,15.3
2158,2025-03-06,Bakery,Supermarket Co,37.1
2159,2025-01-17,Frozen,Community Drive,35.1
2160,2025-05-18,Frozen,Individual,5.5
2161,2025-08-22,Beverages,Corporate Gift,33.4
2162,2025-07-07,Frozen,Community Drive,6.7
2163,2025-04-23,Beverages,Supermarket Co,15.3
2164,2025-08-30,Dairy,Local Farm,5.2
2165,2025-05-19,Dairy,Supermarket Co,41.0
2166,2025-01-28,Dry goods,Supermarket Co,36.4
2167,2025-03-23,Dairy,Supermarket Co,20.1
2168,2025-04-01,Dairy,Corporate Gift,41.3
2169,2025-09-04,Beverages,Supermarket Co,48.1
2170,2025-02-25,Frozen,Corporate Gift,14.9
2171,2025-08-03,Frozen,Community Drive,46.7
